# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\mario.png	255	255	255
10	textures\enemies.png	3	26	110
20	textures\misc.png	176	224	248
30	textures\tiles.png	255	128	192
40	textures\tiles2.png	4	193	170
50	textures\enemies-2.png	0	128	128
60	textures\enemies-3.png	255	255	255
70	textures\map1-1.png	156	252	240
90	textures\HUD.png	0	224	142
80	textures\black.png	255	255	255
100	textures\flower.png	0	255	255
110	textures\misc2.png	166	185	255
120	textures\new_mario_left.png	67	145	190
130	textures\new_mario_right.png	67	145	190
140	textures\special_item.png	0	183	239
150	textures\special_item.png	0	0	0


# id	left	top	right	bottom	texture_id
[SPRITES]
#Ghost
10	6014	6015	6016	6017	6018	6019	6020	6021	6030


#Flower Fire
11	9042




[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas, 4 = NoCollision, 5 = Box, 6 = Drain, 7 = HUD, 8 = Coin, 9 = BrickQuestion,10 = Flower Red, 11= Fire Flower,


# BRICK 
#Gạch chấm hỏi
9	176	87	5011
9	192	87	5011
9	224	39	5011
12	240	39	5011
9	416	55	5011
39	656	121	5011
9	688	87	5011
9	704	87	5011
27	1440	-137	5011
12	1472	103	5011

#Flower Red
10	360	117	10
15	1864	102	10
16	1800	118	10

#Gạch lẻ
1	1505	71	5000
1	1520	71	5000

1	1571	135	5000
1	1586	135	5000
1	1601	135	5000

1	1586	120	5000
1	1601	120	5000

1	1601	105	5000

1	1664	105	5000

1	1664	120	5000
1	1679	120	5000

1	1664	135	5000
1	1679	135	5000
1	1694	135	5000

1	2256	38	5000
1	2272	38	5000

1	2256	102	5000
1	2272	102	5000


#Hàng gạch nền nhỏ 1
1	-16	134	5002
1	0	150	5002
1	16	150	5003
1	32	150	5003
1	48	150	5003
1	64	150	5003
1	80	150	5003
1	96	150	5003
1	112	150	5003
1	128	150	5003
1	144	150	5003
1	160	150	5003
1	176	150	5003
1	192	150	5003
1	208	150	5003
1	224	150	5003
1	240	150	5003
1	256	150	5003
1	272	150	5003
1	288	150	5003
1	304	150	5003
1	320	150	5003
1	336	150	5003
1	352	150	5003
1	368	150	5003
1	384	150	5003
1	400	150	5003
1	416	150	5003
1	432	150	5003
1	448	150	5003
1	464	150	5003
1	480	150	5003
1	496	150	5003
1	512	150	5003
1	528	150	5003
1	544	150	5003
1	560	150	5003
1	576	150	5003
1	592	150	5003
1	608	150	5004
#Gạch nền nhỏ 2
1	1152	150	5002
1	1168	150	5003
1	1184	150	5003
1	1200	150	5003
1	1216	150	5003
1	1232	150	5003
1	1248	150	5003
1	1264	150	5003
1	1280	150	5003
1	1296	150	5003
1	1312	150	5003
1	1328	150	5003
1	1344	150	5003
1	1360	150	5003
1	1376	150	5003
1	1392	150	5003
1	1408	150	5003
1	1424	150	5003
1	1440	150	5003
1	1456	150	5003
1	1472	150	5003
1	1488	150	5004
#Gạch nền nhỏ 3
1	1536	150	5002
1	1552	150	5003
1	1568	150	5003
1	1584	150	5003
1	1600	150	5004

#Gạch nền nhỏ 4
1	1664	150	5002
1	1680	150	5003
1	1696	150	5003
1	1712	150	5003
1	1728	150	5003
1	1744	150	5003
1	1760	150	5003
1	1776	150	5003
1	1792	150	5003
1	1808	150	5003
1	1824	150	5003
1	1840	150	5003
1	1856	150	5003
1	1872	150	5003
1	1888	150	5003
1	1904	150	5003
1	1920	150	5003
1	1936	150	5003
1	1952	150	5003
1	1968	150	5003
1	1984	150	5003
1	2000	150	5003
1	2016	150	5003
1	2032	150	5003
1	2048	150	5003
1	2064	150	5003
1	2080	150	5003
1	2096	150	5003
1	2112	150	5003
1	2128	150	5003
1	2144	150	5003
1	2160	150	5003
1	2176	150	5003

#Hàng gạch bự trên 1
1	624	137	5005
1	638	137	5006
1	653	137	5006
1	668	137	5006
1	683	137	5006
1	698	137	5006
1	713	137	5006
1	728	137	5006
1	743	137	5006
1	758	137	5006
1	773	137	5006
1	788	137	5006
1	803	137	5006
1	818	137	5006
1	833	137	5006
1	848	137	5006
1	863	137	5006
1	878	137	5006
1	893	137	5006
1	908	137	5006
1	923	137	5006
1	938	137	5006
1	953	137	5006
1	968	137	5006
1	983	137	5006
1	998	137	5006
1	1013	137	5006
1	1028	137	5006
1	1043	137	5006
1	1058	137	5006
1	1073	137	5007

#Hàng gạch bự dưới 1
1	624	152	5008
1	638	152	5009
1	653	152	5009
1	668	152	5009
1	683	152	5009
1	698	152	5009
1	713	152	5009
1	728	152	5009
1	743	152	5009
1	758	152	5009
1	773	152	5009
1	788	152	5009
1	803	152	5009
1	818	152	5009
1	833	152	5009
1	848	152	5009
1	863	152	5009
1	878	152	5009
1	893	152	5009
1	908	152	5009
1	923	152	5009
1	938	152	5009
1	953	152	5009
1	968	152	5009
1	983	152	5009
1	998	152	5009
1	1013	152	5009
1	1028	152	5009
1	1043	152	5009
1	1058	152	5009
1	1073	152	5010

#Đồng tiền 
#Chéo
8	1072	54	7000
8	1105	23	7000
8	1137	-9	7000
8	1169	-41	7000
8	1201	-73	7000
#Hàng 1
8	1329	-185	7000
8	1345	-185	7000
8	1361	-185	7000
#Hàng 2
8	1473	-153	7000
8	1489	-153	7000
8	1617	-153	7000
8	1633	-153	7000
8	1649	-153	7000
8	1665	-153	7000
8	1729	-153	7000
#Hàng 3
8	1537	-137	7000
8	1553	-137	7000
8	1569	-137	7000
8	1585	-137	7000
8	1762	-137	7000
8	1841	-137	7000
#Lẻ 1
8	1809	-169	7000
#Lẻ 2
8	1697	-121	7000

#MÂY
#Mây 1 
4	328	-8	8002
4	648	8	8002
4	1176	8	8002

#Mây 2
4	120	8	8003

#Mây 3
4	728	40	8004
4	1656	8	8004

#Gạch bể được
25	1952	134	5001
25	1967	134	5001
25	1982	134	5001
25	1997	134	5001
25	2012	134	5001
25	2027	134	5001
25	2042	134	5001
25	2087	134	5001
25	2102	134	5001


25	1967	118	5001
25	1982	118	5001
25	1997	118	5001
25	2012	118	5001
25	2027	118	5001
25	2087	118	5001


25	1982	102	5001
25	1997	102	5001
25	2012	102	5001
26	2027	102	5011

#Mây cười dưới
1	1408	-73	8000
1	1424	-73	8000
1	1440	-73	8000
1	1456	-73	8000


1	1488	-89	8000
1	1504	-89	8000
1	1520	-89	8000
1	1536	-89	8000
1	1552	-89	8000
1	1568	-89	8000
1	1584	-89	8000
1	1600	-89	8000
1	1616	-89	8000
1	1632	-89	8000
1	1648	-89	8000
1	1664	-89	8000
1	1680	-89	8000

#Bụi cây 1
#Hàng 1
4	16	134	6003
4	32	134	6007
4	48	134	6007
4	64	134	6007
4	80	134	6006
4	96	134	6005
4	112	134	6007
4	128	134	6004

#Hàng 2
4	16	118	6003
4	32	118	6006
4	48	118	6005
4	64	118	6007
4	80	118	6004
4	96	118	6003
4	112	118	6006
4	128	118	6002

#Hàng 3
4	17	102	6001
4	32	102	6005
4	48	102	6004
4	65	102	6001
4	80	102	6002
4	96	102	6001
4	111	102	6002

#Hàng 4
4	33	86	6001
4	48	86	6002


#Bụi cây 2
#Hàng 1
4	818	121	6001
4	833	121	6007
4	849	121	6007
4	865	121	6007
4	881	121	6007
4	897	121	6007
4	913	121	6007
4	929	121	6007
4	946	121	6001
4	961	121	6005
4	977	121	6007
4	993	121	6004

#Hàng 2
4	833	105	6003
4	849	105	6006
4	865	105	6005
4	881	105	6006
4	897	105	6005
4	913	105	6007
4	929	105	6004
4	961	105	6003
4	977	105	6006
4	993	105	6002

#Hàng 3
4	834	89	6001
4	849	89	6002
4	867	89	6001
4	881	89	6005
4	897	89	6004
4	915	89	6001
4	929	89	6002
4	962	89	6001
4	977	89	6002

#Hàng 4
4	882	73	6001
4	897	73	6002

#Bụi cây nhỏ 
#1
4	160	134	6000
4	176	134	6000
4	192	134	6000

#2
4	672	121	6000
4	688	121	6000
4	704	121	6000
4	720	121	6000
4	736	121	6000
4	752	121	6000

#3
4	1040	121	6000
4	1056	121	6000

#4
4	1184	134	6000
4	1200	134	6000
4	1216	134	6000

#5
4	1728	134	6000
4	1744	134	6000
4	1760	134	6000

#Bóng hộp đỏ trên không
4	1376	-130	5015
4	1376	-122	5016
4	1376	-106	5017
4	1360	-106	5019
4	1344	-106	5019
4	1328	-106	5019
4	1320	-106	5018
# Hộp đỏ trên không
5	1312	-138	9009
5	1328	-138	9010
5	1344	-138	9010
5	1360	-138	9011
4	1312	-122	9015
4	1328	-122	9016
4	1344	-122	9016
4	1360	-122	9017
#Cụm hộp 2
#Trắng
4	512	134	9006
4	528	134	9007
4	544	134	9007
4	560	134	9008
4	512	118	9003
4	528	118	9004
4	544	118	9004
4	560	118	9005
4	512	102	9003
4	528	102	9004
4	544	102	9004
4	560	102	9005
4	512	86	9003
4	528	86	9004
4	544	86	9004
4	560	86	9005
4	512	70	9003
4	528	70	9004
4	544	70	9004
4	560	70	9005
4	512	54	9003
4	528	54	9004
4	544	54	9004
4	560	54	9005
5	512	38	9000
5	528	38	9001
5	544	38	9001
5	560	38	9002
#Vệt đen hộp trắng
4	576	102	5016
4	576	86	5016
4	576	70	5016
4	576	54	5016
4	576	46	5015

#Đỏ
4	464	134	9015
4	480	134	9016
4	496	134	9016
4	512	134	9017
4	464	118	9012
4	480	118	9013
4	496	118	9013
4	512	118	9014
4	464	102	9012
4	480	102	9013
4	496	102	9013
4	512	102	9014
4	464	86	9012
4	480	86	9013
4	496	86	9013
4	512	86	9014
5	464	70	9009
5	480	70	9010
5	496	70	9010
5	512	70	9011
#Vệt đen hộp đỏ
4	528	102	5016
4	528	86	5016
4	528	78	5015
#Xanh
4	400	134	9033
4	416	134	9034
4	432	134	9034
4	448	134	9034
4	464	134	9035
4	400	118	9030
4	416	118	9031
4	432	118	9031
4	448	118	9031
4	464	118	9032
5	400	102	9027
5	416	102	9028
5	432	102	9028
5	448	102	9028
5	464	102	9029

4	512	134	9033
4	528	134	9034
4	544	134	9034
4	560	134	9034
4	576	134	9034
4	592	134	9035
40	512	118	9027
5	528	118	9028
5	544	118	9028
5	560	118	9028
5	576	118	9028
41	592	118	9029
#Vệt đen hộp xanh
4	480	134	5016
4	480	118	5016
4	480	110	5015

4	608	134	5016
4	608	126	5015

#Cụm hộp 1
#Xanh nước biển
4	272	134	9024
4	288	134	9025
4	304	134	9026
4	272	118	9021
4	288	118	9022
4	304	118	9023
4	272	102	9021
4	288	102	9022
4	304	102	9023
4	272	86	9021
4	288	86	9022
4	304	86	9023
5	272	70	9018
5	288	70	9019
5	304	70	9020

#Vệt đen hộp xanh nước biển
4	320	134	5016
4	320	118	5016
4	320	102	5016
4	320	86	5016
4	320	78	5015

#Hộp đỏ
4	240	134	9033
4	256	134	9034
4	272	134	9035
4	240	118	9030
4	256	118	9031
4	272	118	9032
5	240	102	9027
5	256	102	9028
5	272	102	9029
#Vệt đen hộp đỏ
4	288	134	5016
4	288	118	5016
4	288	110	5015

#Cụm hộp 3
#Hộp xanh nước biển
4	1328	134	9024
4	1344	134	9025
4	1360	134	9025
4	1376	134	9025
4	1392	134	9025
4	1408	134	9025
4	1424	134	9026
4	1328	118	9021
4	1344	118	9022
4	1360	118	9022
4	1376	118	9022
4	1392	118	9022
4	1408	118	9022
4	1424	118	9023
4	1328	102	9021
4	1344	102	9022
4	1360	102	9022
4	1376	102	9022
4	1392	102	9022
4	1408	102	9022
4	1424	102	9023
4	1328	86	9021
4	1344	86	9022
4	1360	86	9022
4	1376	86	9022
4	1392	86	9022
4	1408	86	9022
4	1424	86	9023
4	1328	70	9021
4	1344	70	9022
4	1360	70	9022
4	1376	70	9022
4	1392	70	9022
4	1408	70	9022
4	1424	70	9023
5	1328	54	9018
5	1344	54	9019
5	1360	54	9019
5	1376	54	9019
5	1392	54	9019
5	1408	54	9019
5	1424	54	9020

#Vệt đen hộp xanh
4	1440	134	5016
4	1440	118	5016
4	1440	102	5016
4	1440	86	5016
4	1440	70	5016
4	1440	62	5015
#Hộp đỏ
4	1296	134	9015
4	1312	134	9016
4	1328	134	9016
4	1344	134	9016
4	1360	134	9016
4	1376	134	9016
4	1392	134	9017
4	1296	118	9012
4	1312	118	9013
4	1328	118	9013
4	1344	118	9013
4	1360	118	9013
4	1376	118	9013
4	1392	118	9014
4	1296	102	9012
4	1312	102	9013
4	1328	102	9013
4	1344	102	9013
4	1360	102	9013
4	1376	102	9013
4	1392	102	9014
5	1296	86	9009
5	1312	86	9010
5	1328	86	9010
5	1344	86	9010
5	1360	86	9010
5	1376	86	9010
5	1392	86	9011
#Vệt đen hộp đỏ
4	1408	134	5016
4	1408	118	5016
4	1408	102	5016
4	1408	96	5015
#Hộp xanh lá
4	1264	134	9033
4	1280	134	9034
4	1296	134	9034
4	1312	134	9034
4	1328	134	9034
4	1344	134	9034
4	1360	134	9035
5	1264	118	9027
5	1280	118	9028
5	1296	118	9028
5	1312	118	9028
5	1328	118	9028
5	1344	118	9028
5	1360	118	9029

#Vệt đen hộp xanh lá
4	1376	134	5016
4	1376	126	5015


#Cống 1
1	353	134	9038
1	368	134	9039
1	353	118	9038
1	368	118	9039
1	352	102	9036
1	368	102	9037

#Cống 2
1	1793	134	9038
1	1808	134	9039
1	1792	118	9036
1	1808	118	9037

#Cống 3
1	1857	134	9038
1	1872	134	9039
1	1857	118	9038
1	1872	118	9039
1	1856	102	9036
1	1872	102	9037


#GOOMBA
2	527	134	2
2	226	134	2
2	828	110	2
2	880	110	2
13	900	110	4

#Koopas
3	584	85	3
3	2094	80	3
14	1327	0	5
14	1375	0	5
14	1421	0	5
14	1469	115	5


#Fire Flower
11	-100	-100	11


# MARIOOBJECT
0	2130	-180	1


# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id



